B23025_001E,B23025_001EA,B23025_001M,B23025_001MA,B23025_002E,B23025_002EA,B23025_002M,B23025_002MA,B23025_003E,B23025_003EA,B23025_003M,B23025_003MA,B23025_004E,B23025_004EA,B23025_004M,B23025_004MA,B23025_005E,B23025_005EA,B23025_005M,B23025_005MA,B23025_006E,B23025_006EA,B23025_006M,B23025_006MA,B23025_007E,B23025_007EA,B23025_007M,B23025_007MA,GEO_ID,NAME,state,zip code tabulation area
14550,,845,,9169,,662,,9169,,662,,8639,,636,,530,,168,,0,,21,,5381,,479,,8600000US75142,ZCTA5 75142,48,75142
2250,,384,,1349,,252,,1349,,252,,1291,,235,,58,,49,,0,,14,,901,,182,,8600000US75155,ZCTA5 75155,48,75155
520,,132,,333,,97,,333,,97,,316,,93,,17,,19,,0,,14,,187,,75,,8600000US75164,ZCTA5 75164,48,75164
7400,,420,,5052,,541,,5052,,541,,4940,,527,,112,,79,,0,,21,,2348,,478,,8600000US75454,ZCTA5 75454,48,75454
20932,,446,,13263,,432,,13263,,432,,12639,,420,,624,,151,,0,,25,,7669,,450,,8600000US75455,ZCTA5 75455,48,75455
862,,198,,429,,110,,429,,110,,386,,105,,43,,34,,0,,14,,433,,139,,8600000US75478,ZCTA5 75478,48,75478
248,,55,,125,,32,,125,,32,,125,,32,,0,,14,,0,,14,,123,,37,,8600000US75481,ZCTA5 75481,48,75481
520,,128,,264,,93,,264,,93,,259,,94,,5,,8,,0,,14,,256,,86,,8600000US75488,ZCTA5 75488,48,75488
7795,,498,,4058,,388,,4058,,388,,3774,,405,,284,,125,,0,,19,,3737,,342,,8600000US75494,ZCTA5 75494,48,75494
3428,,457,,1495,,366,,1495,,366,,1437,,360,,58,,49,,0,,14,,1933,,365,,8600000US75497,ZCTA5 75497,48,75497
1810,,367,,1006,,241,,1006,,241,,974,,248,,32,,29,,0,,14,,804,,184,,8600000US75554,ZCTA5 75554,48,75554
898,,245,,479,,167,,477,,166,,442,,159,,35,,28,,2,,6,,419,,109,,8600000US75556,ZCTA5 75556,48,75556
629,,185,,249,,106,,249,,106,,248,,106,,1,,3,,0,,14,,380,,131,,8600000US75566,ZCTA5 75566,48,75566
3726,,507,,2047,,369,,2043,,369,,1958,,369,,85,,55,,4,,7,,1679,,338,,8600000US75567,ZCTA5 75567,48,75567
81,,52,,46,,44,,46,,44,,46,,44,,0,,14,,0,,14,,35,,27,,8600000US75641,ZCTA5 75641,48,75641
151,,87,,62,,59,,62,,59,,62,,59,,0,,14,,0,,14,,89,,54,,8600000US76865,ZCTA5 76865,48,76865
3599,,170,,1871,,210,,1861,,209,,1824,,206,,37,,39,,10,,14,,1728,,216,,8600000US76877,ZCTA5 76877,48,76877
1453,,107,,799,,100,,799,,100,,768,,102,,31,,26,,0,,14,,654,,84,,8600000US76945,ZCTA5 76945,48,76945
907,,99,,643,,91,,643,,91,,631,,88,,12,,18,,0,,14,,264,,77,,8600000US76951,ZCTA5 76951,48,76951
1918,,277,,1232,,250,,1232,,250,,1171,,233,,61,,67,,0,,14,,686,,123,,8600000US76656,ZCTA5 76656,48,76656
643,,228,,355,,153,,355,,153,,354,,153,,1,,3,,0,,14,,288,,111,,8600000US76681,ZCTA5 76681,48,76681
6428,,368,,2185,,420,,2175,,426,,1983,,404,,192,,119,,10,,25,,4243,,450,,8600000US76661,ZCTA5 76661,48,76661
196,,65,,128,,59,,128,,59,,128,,59,,0,,14,,0,,14,,68,,26,,8600000US76666,ZCTA5 76666,48,76666
213,,67,,130,,49,,130,,49,,128,,48,,2,,3,,0,,14,,83,,28,,8600000US76676,ZCTA5 76676,48,76676
183,,78,,81,,51,,81,,51,,81,,51,,0,,14,,0,,14,,102,,60,,8600000US76678,ZCTA5 76678,48,76678
149,,47,,79,,33,,79,,33,,78,,33,,1,,2,,0,,14,,70,,31,,8600000US76686,ZCTA5 76686,48,76686
25848,,1416,,17986,,1234,,17974,,1234,,16917,,1169,,1057,,233,,12,,18,,7862,,708,,8600000US76001,ZCTA5 76001,48,76001
42864,,1363,,28102,,1246,,28087,,1247,,26333,,1138,,1754,,366,,15,,19,,14762,,956,,8600000US76010,ZCTA5 76010,48,76010
26551,,1245,,17377,,1077,,17377,,1077,,16651,,1002,,726,,286,,0,,29,,9174,,767,,8600000US76014,ZCTA5 76014,48,76014
24278,,1815,,17856,,1390,,17856,,1390,,17145,,1329,,711,,288,,0,,29,,6422,,869,,8600000US76018,ZCTA5 76018,48,76018
3681,,381,,2213,,355,,2205,,355,,2114,,361,,91,,66,,8,,13,,1468,,283,,8600000US76044,ZCTA5 76044,48,76044
1230,,277,,779,,199,,779,,199,,740,,191,,39,,46,,0,,14,,451,,168,,8600000US76064,ZCTA5 76064,48,76064
6054,,429,,2733,,330,,2733,,330,,2584,,320,,149,,82,,0,,19,,3321,,379,,8600000US76520,ZCTA5 76520,48,76520
27961,,611,,17443,,667,,15748,,708,,14380,,691,,1368,,286,,1695,,284,,10518,,591,,8600000US76522,ZCTA5 76522,48,76522
3882,,233,,1861,,222,,1861,,222,,1817,,209,,44,,54,,0,,14,,2021,,203,,8600000US76531,ZCTA5 76531,48,76531
2171,,302,,1289,,220,,1281,,221,,1243,,211,,38,,25,,8,,10,,882,,168,,8600000US76534,ZCTA5 76534,48,76534
22556,,877,,15586,,852,,13962,,864,,12161,,895,,1801,,393,,1624,,265,,6970,,534,,8600000US76543,ZCTA5 76543,48,76543
23086,,763,,14097,,766,,12581,,824,,11613,,783,,968,,296,,1516,,305,,8989,,782,,8600000US76548,ZCTA5 76548,48,76548
681,,93,,484,,69,,484,,69,,480,,69,,4,,6,,0,,14,,197,,49,,8600000US76621,ZCTA5 76621,48,76621
47,,21,,34,,16,,34,,16,,31,,15,,3,,4,,0,,14,,13,,8,,8600000US76628,ZCTA5 76628,48,76628
11693,,371,,7627,,466,,7613,,466,,7390,,502,,223,,113,,14,,21,,4066,,456,,8600000US76643,ZCTA5 76643,48,76643
2319,,217,,1191,,154,,1191,,154,,1118,,154,,73,,33,,0,,14,,1128,,162,,8600000US76648,ZCTA5 76648,48,76648
7896,,577,,5350,,508,,5350,,508,,5179,,493,,171,,107,,0,,21,,2546,,435,,8600000US76657,ZCTA5 76657,48,76657
21058,,904,,13432,,839,,13432,,839,,13038,,821,,394,,124,,0,,25,,7626,,717,,8600000US76012,ZCTA5 76012,48,76012
27570,,1022,,17974,,837,,17971,,837,,16985,,791,,986,,237,,3,,6,,9596,,624,,8600000US76013,ZCTA5 76013,48,76013
38138,,1161,,26959,,1084,,26937,,1088,,26168,,1085,,769,,244,,22,,33,,11179,,843,,8600000US76017,ZCTA5 76017,48,76017
23509,,1234,,14092,,867,,14041,,876,,13353,,871,,688,,196,,51,,52,,9417,,801,,8600000US76020,ZCTA5 76020,48,76020
9679,,554,,6376,,502,,6376,,502,,6193,,496,,183,,90,,0,,21,,3303,,297,,8600000US76054,ZCTA5 76054,48,76054
4484,,279,,2600,,231,,2572,,227,,2486,,230,,86,,46,,28,,43,,1884,,291,,8600000US76059,ZCTA5 76059,48,76059
3235,,331,,1745,,261,,1745,,261,,1726,,263,,19,,17,,0,,14,,1490,,214,,8600000US76457,ZCTA5 76457,48,76457
155,,69,,81,,58,,81,,58,,68,,53,,13,,17,,0,,14,,74,,45,,8600000US76436,ZCTA5 76436,48,76436
4321,,436,,2068,,406,,2068,,406,,1899,,380,,169,,137,,0,,19,,2253,,432,,8600000US76448,ZCTA5 76448,48,76448
64,,60,,57,,63,,57,,63,,57,,63,,0,,14,,0,,14,,7,,11,,8600000US76452,ZCTA5 76452,48,76452
1547,,288,,786,,253,,786,,253,,685,,225,,101,,95,,0,,14,,761,,147,,8600000US76471,ZCTA5 76471,48,76471
2288,,439,,1284,,289,,1284,,289,,1237,,274,,47,,41,,0,,14,,1004,,248,,8600000US76487,ZCTA5 76487,48,76487
2503,,333,,1562,,274,,1562,,274,,1414,,260,,148,,92,,0,,14,,941,,169,,8600000US76524,ZCTA5 76524,48,76524
13703,,775,,8864,,649,,8222,,632,,7338,,588,,884,,214,,642,,187,,4839,,576,,8600000US76541,ZCTA5 76541,48,76541
1703,,284,,1165,,217,,1161,,217,,1065,,203,,96,,47,,4,,6,,538,,114,,8600000US76554,ZCTA5 76554,48,76554
1214,,172,,641,,119,,641,,119,,618,,118,,23,,15,,0,,14,,573,,102,,8600000US76556,ZCTA5 76556,48,76556
82,,74,,52,,65,,52,,65,,52,,65,,0,,14,,0,,14,,30,,34,,8600000US76887,ZCTA5 76887,48,76887
893,,230,,375,,141,,375,,141,,335,,137,,40,,47,,0,,14,,518,,164,,8600000US76934,ZCTA5 76934,48,76934
2938,,159,,1936,,196,,1936,,196,,1795,,192,,141,,69,,0,,14,,1002,,161,,8600000US76950,ZCTA5 76950,48,76950
3479,,453,,2110,,317,,2110,,317,,1927,,294,,183,,90,,0,,14,,1369,,260,,8600000US76071,ZCTA5 76071,48,76071
15678,,880,,8836,,745,,8836,,745,,8351,,755,,485,,166,,0,,25,,6842,,481,,8600000US76105,ZCTA5 76105,48,76105
24388,,1085,,15889,,873,,15882,,872,,15003,,848,,879,,200,,7,,15,,8499,,678,,8600000US76110,ZCTA5 76110,48,76110
17137,,1075,,9130,,694,,9130,,694,,8337,,647,,793,,208,,0,,25,,8007,,694,,8600000US77026,ZCTA5 77026,48,77026
16161,,1043,,11973,,942,,11973,,942,,11745,,918,,228,,100,,0,,21,,4188,,598,,8600000US77027,ZCTA5 77027,48,77027
24579,,1300,,17771,,1230,,17746,,1231,,16278,,1102,,1468,,387,,25,,39,,6808,,818,,8600000US77047,ZCTA5 77047,48,77047
22093,,744,,13307,,626,,13266,,658,,12956,,652,,310,,95,,41,,60,,8786,,556,,8600000US77005,ZCTA5 77005,48,77005
35856,,1426,,30949,,1298,,30943,,1300,,30322,,1279,,621,,227,,6,,12,,4907,,552,,8600000US77007,ZCTA5 77007,48,77007
25190,,949,,16178,,824,,16163,,823,,15060,,773,,1103,,289,,15,,21,,9012,,666,,8600000US77017,ZCTA5 77017,48,77017
19421,,775,,14372,,585,,14361,,583,,14032,,590,,329,,133,,11,,16,,5049,,589,,8600000US77019,ZCTA5 77019,48,77019
12712,,1311,,7541,,967,,7541,,967,,7240,,911,,301,,208,,0,,21,,5171,,788,,8600000US77378,ZCTA5 77378,48,77378
22912,,927,,13441,,1018,,13441,,1018,,12871,,1024,,570,,245,,0,,25,,9471,,624,,8600000US77356,ZCTA5 77356,48,77356
20356,,1555,,12594,,1279,,12542,,1265,,11646,,1132,,896,,365,,52,,85,,7762,,757,,8600000US77357,ZCTA5 77357,48,77357
425,,293,,153,,105,,153,,105,,153,,105,,0,,14,,0,,14,,272,,207,,8600000US77359,ZCTA5 77359,48,77359
30602,,2098,,19584,,1758,,19584,,1758,,18692,,1679,,892,,375,,0,,29,,11018,,1375,,8600000US77382,ZCTA5 77382,48,77382
43996,,2418,,29567,,2057,,29533,,2060,,28242,,1999,,1291,,395,,34,,56,,14429,,1376,,8600000US77396,ZCTA5 77396,48,77396
850,,289,,641,,231,,641,,231,,558,,214,,83,,89,,0,,14,,209,,112,,8600000US77419,ZCTA5 77419,48,77419
0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,8600000US77428,ZCTA5 77428,48,77428
47,,72,,28,,43,,28,,43,,28,,43,,0,,14,,0,,14,,19,,30,,8600000US77432,ZCTA5 77432,48,77432
3162,,468,,2030,,374,,2030,,374,,1978,,381,,52,,49,,0,,14,,1132,,236,,8600000US77435,ZCTA5 77435,48,77435
9375,,412,,5748,,409,,5748,,409,,5539,,411,,209,,108,,0,,21,,3627,,359,,8600000US77441,ZCTA5 77441,48,77441
11752,,877,,7771,,649,,7771,,649,,7400,,659,,371,,153,,0,,21,,3981,,622,,8600000US77447,ZCTA5 77447,48,77447
23284,,1003,,16024,,695,,16011,,692,,15195,,647,,816,,235,,13,,22,,7260,,680,,8600000US77025,ZCTA5 77025,48,77025
22161,,864,,14291,,768,,14291,,768,,13804,,777,,487,,170,,0,,29,,7870,,638,,8600000US77038,ZCTA5 77038,48,77038
20202,,1040,,11721,,781,,11721,,781,,11435,,788,,286,,109,,0,,25,,8481,,632,,8600000US77039,ZCTA5 77039,48,77039
37834,,1343,,26208,,1047,,26208,,1047,,24871,,1090,,1337,,356,,0,,29,,11626,,832,,8600000US77040,ZCTA5 77040,48,77040
34203,,1215,,25525,,1300,,25525,,1300,,24539,,1256,,986,,254,,0,,29,,8678,,741,,8600000US77057,ZCTA5 77057,48,77057
30631,,1227,,20229,,861,,20229,,861,,19322,,833,,907,,245,,0,,29,,10402,,782,,8600000US77060,ZCTA5 77060,48,77060
25050,,1034,,16807,,798,,16794,,799,,15895,,715,,899,,206,,13,,19,,8243,,646,,8600000US77067,ZCTA5 77067,48,77067
9383,,569,,6436,,466,,6436,,466,,6077,,472,,359,,157,,0,,21,,2947,,387,,8600000US77068,ZCTA5 77068,48,77068
48126,,1632,,34141,,1373,,33977,,1393,,32258,,1415,,1719,,365,,164,,191,,13985,,970,,8600000US77077,ZCTA5 77077,48,77077
15520,,1163,,10307,,855,,10307,,855,,9836,,840,,471,,189,,0,,25,,5213,,685,,8600000US77303,ZCTA5 77303,48,77303
2457,,388,,1498,,355,,1498,,355,,1455,,358,,43,,41,,0,,14,,959,,225,,8600000US77335,ZCTA5 77335,48,77335
206,,145,,54,,67,,54,,67,,54,,67,,0,,14,,0,,14,,152,,143,,8600000US77368,ZCTA5 77368,48,77368
28657,,963,,16898,,841,,16859,,835,,16365,,834,,494,,175,,39,,39,,11759,,691,,8600000US77381,ZCTA5 77381,48,77381
19117,,1480,,13486,,1211,,13486,,1211,,12954,,1192,,532,,251,,0,,25,,5631,,938,,8600000US77385,ZCTA5 77385,48,77385
71617,,1296,,47110,,1583,,47068,,1581,,43960,,1606,,3108,,584,,42,,48,,24507,,1414,,8600000US78666,ZCTA5 78666,48,78666
625,,227,,408,,214,,408,,214,,408,,214,,0,,14,,0,,14,,217,,106,,8600000US78671,ZCTA5 78671,48,78671
293,,157,,171,,118,,171,,118,,160,,120,,11,,24,,0,,14,,122,,62,,8600000US78675,ZCTA5 78675,48,78675
11159,,753,,6224,,589,,6224,,589,,6154,,589,,70,,53,,0,,21,,4935,,567,,8600000US78676,ZCTA5 78676,48,78676
22294,,930,,16630,,836,,16577,,829,,15952,,835,,625,,224,,53,,59,,5664,,579,,8600000US78717,ZCTA5 78717,48,78717
12322,,529,,8534,,498,,8507,,500,,8228,,487,,279,,134,,27,,36,,3788,,332,,8600000US78737,ZCTA5 78737,48,78737
16776,,1017,,12067,,890,,12001,,894,,11364,,792,,637,,275,,66,,60,,4709,,602,,8600000US78747,ZCTA5 78747,48,78747
30637,,968,,23144,,937,,23144,,937,,22426,,886,,718,,242,,0,,29,,7493,,564,,8600000US78749,ZCTA5 78749,48,78749
20597,,983,,15645,,911,,15645,,911,,15182,,907,,463,,165,,0,,25,,4952,,510,,8600000US78757,ZCTA5 78757,48,78757
219,,134,,56,,59,,56,,59,,56,,59,,0,,14,,0,,14,,163,,106,,8600000US78836,ZCTA5 78836,48,78836
12564,,946,,6153,,643,,6138,,644,,5757,,593,,381,,153,,15,,17,,6411,,676,,8600000US78220,ZCTA5 78220,48,78220
16734,,1110,,10205,,860,,10205,,860,,9478,,816,,727,,371,,0,,25,,6529,,772,,8600000US78224,ZCTA5 78224,48,78224
27944,,1355,,18844,,1242,,18674,,1255,,17725,,1236,,949,,323,,170,,102,,9100,,762,,8600000US78229,ZCTA5 78229,48,78229
7895,,765,,4593,,648,,4593,,648,,4214,,599,,379,,142,,0,,21,,3302,,524,,8600000US78264,ZCTA5 78264,48,78264
8647,,639,,4558,,469,,4558,,469,,4235,,472,,323,,128,,0,,21,,4089,,418,,8600000US78336,ZCTA5 78336,48,78336
275,,188,,142,,105,,142,,105,,142,,105,,0,,14,,0,,14,,133,,100,,8600000US78352,ZCTA5 78352,48,78352
7453,,525,,3984,,455,,3981,,456,,3773,,452,,208,,89,,3,,4,,3469,,393,,8600000US78368,ZCTA5 78368,48,78368
4316,,481,,2214,,438,,2214,,438,,2000,,417,,214,,134,,0,,19,,2102,,277,,8600000US78384,ZCTA5 78384,48,78384
33475,,1091,,21021,,1060,,20754,,1070,,18849,,1011,,1905,,383,,267,,127,,12454,,882,,8600000US78412,ZCTA5 78412,48,78412
31791,,900,,22150,,845,,21940,,822,,20585,,784,,1355,,339,,210,,101,,9641,,617,,8600000US78413,ZCTA5 78413,48,78413
8080,,842,,4306,,577,,4306,,577,,4014,,554,,292,,148,,0,,21,,3774,,539,,8600000US78538,ZCTA5 78538,48,78538
27708,,1314,,18647,,1042,,18638,,1041,,17460,,1009,,1178,,285,,9,,14,,9061,,798,,8600000US78539,ZCTA5 78539,48,78539
37349,,1102,,21920,,777,,21912,,776,,20435,,760,,1477,,290,,8,,14,,15429,,883,,8600000US78550,ZCTA5 78550,48,78550
8753,,1252,,5275,,707,,5275,,707,,5123,,718,,152,,87,,0,,21,,3478,,756,,8600000US78575,ZCTA5 78575,48,78575
29512,,1012,,17229,,1001,,17138,,1013,,15962,,935,,1176,,307,,91,,106,,12283,,938,,8600000US78589,ZCTA5 78589,48,78589
4482,,406,,2570,,364,,2570,,364,,2427,,359,,143,,94,,0,,19,,1912,,231,,8600000US78606,ZCTA5 78606,48,78606
8487,,731,,5160,,572,,5147,,573,,4768,,558,,379,,172,,13,,24,,3327,,449,,8600000US78065,ZCTA5 78065,48,78065
47760,,1273,,33318,,956,,33318,,956,,32464,,948,,854,,264,,0,,32,,14442,,1072,,8600000US78045,ZCTA5 78045,48,78045
5393,,738,,3231,,594,,3218,,597,,3053,,571,,165,,104,,13,,23,,2162,,424,,8600000US78052,ZCTA5 78052,48,78052
11906,,621,,6910,,584,,6910,,584,,6464,,527,,446,,201,,0,,21,,4996,,449,,8600000US78064,ZCTA5 78064,48,78064
29822,,1109,,19848,,969,,19012,,989,,18228,,976,,784,,206,,836,,254,,9974,,684,,8600000US78108,ZCTA5 78108,48,78108
60132,,1249,,39930,,1198,,39781,,1196,,38495,,1200,,1286,,269,,149,,106,,20202,,969,,8600000US78130,ZCTA5 78130,48,78130
509,,188,,279,,121,,279,,121,,254,,115,,25,,35,,0,,14,,230,,115,,8600000US78146,ZCTA5 78146,48,78146
12160,,643,,7465,,730,,7465,,730,,7286,,723,,179,,102,,0,,21,,4695,,556,,8600000US78015,ZCTA5 78015,48,78015
1073,,263,,380,,164,,380,,164,,354,,160,,26,,39,,0,,14,,693,,201,,8600000US78019,ZCTA5 78019,48,78019
3252,,294,,1528,,264,,1528,,264,,1519,,263,,9,,10,,0,,14,,1724,,247,,8600000US78022,ZCTA5 78022,48,78022
4802,,532,,2641,,343,,2641,,343,,2283,,348,,358,,193,,0,,19,,2161,,387,,8600000US78026,ZCTA5 78026,48,78026
320,,257,,120,,89,,120,,89,,120,,89,,0,,14,,0,,14,,200,,191,,8600000US78027,ZCTA5 78027,48,78027
28452,,1022,,14634,,825,,14634,,825,,13677,,810,,957,,213,,0,,29,,13818,,910,,8600000US78040,ZCTA5 78040,48,78040
13405,,944,,7692,,728,,7591,,721,,7129,,700,,462,,155,,101,,120,,5713,,635,,8600000US79903,ZCTA5 79903,48,79903
60804,,1887,,40023,,1463,,39572,,1477,,37643,,1491,,1929,,487,,451,,150,,20781,,1118,,8600000US79912,ZCTA5 79912,48,79912
28826,,1079,,15455,,958,,15402,,961,,14468,,964,,934,,185,,53,,54,,13371,,691,,8600000US79915,ZCTA5 79915,48,79915
30683,,999,,17965,,946,,17965,,946,,16987,,953,,978,,258,,0,,29,,12718,,800,,8600000US79927,ZCTA5 79927,48,79927
21232,,822,,13863,,836,,13705,,808,,13076,,753,,629,,215,,158,,116,,7369,,536,,8600000US79932,ZCTA5 79932,48,79932
11236,,854,,6551,,564,,6551,,564,,6140,,547,,411,,148,,0,,21,,4685,,642,,8600000US76707,ZCTA5 76707,48,76707
329,,102,,183,,85,,183,,85,,181,,84,,2,,3,,0,,14,,146,,43,,8600000US76827,ZCTA5 76827,48,76827
0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,8600000US76831,ZCTA5 76831,48,76831
4261,,201,,2428,,247,,2428,,247,,2338,,241,,90,,61,,0,,19,,1833,,225,,8600000US76834,ZCTA5 76834,48,76834
2096,,172,,541,,133,,541,,133,,530,,133,,11,,11,,0,,14,,1555,,244,,8600000US76837,ZCTA5 76837,48,76837
226,,84,,120,,61,,120,,61,,120,,61,,0,,14,,0,,14,,106,,61,,8600000US76845,ZCTA5 76845,48,76845
2960,,176,,1960,,206,,1960,,206,,1846,,207,,114,,82,,0,,14,,1000,,172,,8600000US76856,ZCTA5 76856,48,76856
226,,76,,86,,50,,86,,50,,86,,50,,0,,14,,0,,14,,140,,57,,8600000US76858,ZCTA5 76858,48,76858
15092,,844,,9364,,770,,9364,,770,,9223,,763,,141,,84,,0,,25,,5728,,623,,8600000US76009,ZCTA5 76009,48,76009
13634,,952,,8193,,794,,8193,,794,,7901,,773,,292,,147,,0,,21,,5441,,518,,8600000US76031,ZCTA5 76031,48,76031
20604,,1110,,14133,,851,,14084,,842,,13285,,771,,799,,254,,49,,58,,6471,,607,,8600000US76036,ZCTA5 76036,48,76036
10270,,602,,5861,,455,,5789,,463,,5513,,459,,276,,107,,72,,61,,4409,,381,,8600000US76302,ZCTA5 76302,48,76302
16029,,738,,10783,,704,,10714,,699,,10289,,658,,425,,137,,69,,56,,5246,,438,,8600000US76308,ZCTA5 76308,48,76308
215,,109,,131,,93,,131,,93,,129,,93,,2,,3,,0,,14,,84,,35,,8600000US76370,ZCTA5 76370,48,76370
2958,,106,,1615,,151,,1615,,151,,1577,,160,,38,,46,,0,,14,,1343,,167,,8600000US76380,ZCTA5 76380,48,76380
6791,,291,,3513,,307,,3513,,307,,3265,,314,,248,,87,,0,,19,,3278,,288,,8600000US76424,ZCTA5 76424,48,76424
6307,,327,,3639,,303,,3639,,303,,3550,,305,,89,,56,,0,,19,,2668,,218,,8600000US76442,ZCTA5 76442,48,76442
2688,,242,,1427,,219,,1427,,219,,1383,,210,,44,,37,,0,,14,,1261,,148,,8600000US76444,ZCTA5 76444,48,76444
251,,132,,121,,100,,121,,100,,107,,84,,14,,20,,0,,14,,130,,70,,8600000US76445,ZCTA5 76445,48,76445
2038,,255,,1135,,205,,1135,,205,,1096,,203,,39,,36,,0,,14,,903,,141,,8600000US76449,ZCTA5 76449,48,76449
10358,,310,,6118,,379,,6096,,371,,5973,,387,,123,,99,,22,,37,,4240,,385,,8600000US76450,ZCTA5 76450,48,76450
3128,,666,,1833,,424,,1833,,424,,1808,,421,,25,,22,,0,,14,,1295,,317,,8600000US76462,ZCTA5 76462,48,76462
438,,102,,218,,80,,218,,80,,216,,80,,2,,3,,0,,14,,220,,83,,8600000US76464,ZCTA5 76464,48,76464
2095,,368,,1333,,304,,1333,,304,,1309,,306,,24,,22,,0,,14,,762,,218,,8600000US76476,ZCTA5 76476,48,76476
2052,,451,,812,,167,,812,,167,,795,,167,,17,,16,,0,,14,,1240,,428,,8600000US76511,ZCTA5 76511,48,76511
489,,150,,329,,123,,329,,123,,320,,121,,9,,13,,0,,14,,160,,87,,8600000US78614,ZCTA5 78614,48,78614
21511,,1219,,14323,,947,,14276,,972,,13428,,919,,848,,299,,47,,66,,7188,,609,,8600000US78617,ZCTA5 78617,48,78617
2205,,334,,1271,,264,,1271,,264,,1200,,263,,71,,46,,0,,14,,934,,174,,8600000US78631,ZCTA5 78631,48,78631
444,,207,,274,,137,,274,,137,,260,,132,,14,,23,,0,,14,,170,,130,,8600000US78635,ZCTA5 78635,48,78635
1893,,515,,1384,,399,,1384,,399,,1370,,401,,14,,25,,0,,14,,509,,192,,8600000US78656,ZCTA5 78656,48,78656
765,,243,,583,,228,,583,,228,,513,,200,,70,,67,,0,,14,,182,,81,,8600000US78663,ZCTA5 78663,48,78663
22988,,684,,16489,,767,,16481,,766,,15242,,694,,1239,,319,,8,,13,,6499,,522,,8600000US75252,ZCTA5 75252,48,75252
16152,,1236,,11105,,893,,11105,,893,,10539,,877,,566,,205,,0,,25,,5047,,813,,8600000US75253,ZCTA5 75253,48,75253
45980,,883,,37863,,1070,,37803,,1071,,36469,,1093,,1334,,374,,60,,69,,8117,,758,,8600000US75287,ZCTA5 75287,48,75287
11029,,668,,7870,,789,,7784,,837,,7719,,824,,65,,51,,86,,136,,3159,,592,,8600000US75409,ZCTA5 75409,48,75409
756,,249,,419,,186,,419,,186,,402,,188,,17,,19,,0,,14,,337,,127,,8600000US75411,ZCTA5 75411,48,75411
2371,,437,,1255,,246,,1255,,246,,1195,,252,,60,,51,,0,,14,,1116,,301,,8600000US75416,ZCTA5 75416,48,75416
104,,50,,57,,30,,57,,30,,57,,30,,0,,14,,0,,14,,47,,49,,8600000US75441,ZCTA5 75441,48,75441
2452,,261,,1192,,157,,1192,,157,,1169,,160,,23,,18,,0,,14,,1260,,163,,8600000US75446,ZCTA5 75446,48,75446
962,,185,,631,,165,,631,,165,,601,,162,,30,,25,,0,,14,,331,,97,,8600000US75447,ZCTA5 75447,48,75447
9047,,660,,5724,,482,,5724,,482,,5387,,455,,337,,217,,0,,21,,3323,,427,,8600000US75462,ZCTA5 75462,48,75462
248,,90,,112,,54,,112,,54,,99,,48,,13,,16,,0,,14,,136,,54,,8600000US75469,ZCTA5 75469,48,75469
2968,,378,,1811,,291,,1811,,291,,1639,,300,,172,,121,,0,,14,,1157,,222,,8600000US75473,ZCTA5 75473,48,75473
5466,,369,,2701,,314,,2701,,314,,2526,,295,,175,,76,,0,,19,,2765,,310,,8600000US79821,ZCTA5 79821,48,79821
4233,,465,,2504,,316,,2504,,316,,2372,,301,,132,,75,,0,,19,,1729,,289,,8600000US79836,ZCTA5 79836,48,79836
2170,,225,,1128,,154,,1128,,154,,1113,,154,,15,,13,,0,,14,,1042,,167,,8600000US79041,ZCTA5 79041,48,79041
13560,,204,,8939,,346,,8939,,346,,8580,,338,,359,,142,,0,,21,,4621,,336,,8600000US79045,ZCTA5 79045,48,79045
1046,,131,,680,,118,,680,,118,,625,,116,,55,,47,,0,,14,,366,,70,,8600000US79052,ZCTA5 79052,48,79052
6366,,393,,4135,,372,,4131,,372,,3936,,382,,195,,153,,4,,9,,2231,,375,,8600000US79922,ZCTA5 79922,48,79922
45391,,1177,,26408,,1085,,25662,,1075,,23695,,1024,,1967,,292,,746,,185,,18983,,843,,8600000US79924,ZCTA5 79924,48,79924
127,,53,,92,,41,,92,,41,,92,,41,,0,,14,,0,,14,,35,,27,,8600000US79021,ZCTA5 79021,48,79021
0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,8600000US79051,ZCTA5 79051,48,79051
488,,118,,298,,105,,298,,105,,269,,96,,29,,25,,0,,14,,190,,54,,8600000US79054,ZCTA5 79054,48,79054
587,,105,,350,,93,,350,,93,,350,,93,,0,,14,,0,,14,,237,,66,,8600000US79063,ZCTA5 79063,48,79063
15931,,250,,8791,,397,,8780,,396,,8305,,399,,475,,144,,11,,17,,7140,,414,,8600000US79065,ZCTA5 79065,48,79065
20208,,384,,11899,,436,,11899,,436,,11284,,425,,615,,205,,0,,25,,8309,,500,,8600000US79072,ZCTA5 79072,48,79072
2064,,163,,1318,,128,,1318,,128,,1263,,130,,55,,38,,0,,14,,746,,121,,8600000US79079,ZCTA5 79079,48,79079
1640,,316,,1113,,241,,1108,,241,,1039,,229,,69,,41,,5,,9,,527,,115,,8600000US79086,ZCTA5 79086,48,79086
8155,,457,,5562,,417,,5534,,410,,5372,,414,,162,,80,,28,,36,,2593,,307,,8600000US79103,ZCTA5 79103,48,79103
